gene,betweenness,degree,closeness,constraint,coreness,eccentricity,eigen_centrality,hub score
2,65754.88479,74,1.08E-08,0.016593892,21,8,0.012821345,0.008503884
25,272555.7362,305,1.07E-08,0.00927564,34,8,0.058648836,0.047555965
27,10939.11523,31,1.02E-08,0.040489658,23,9,0.006761677,0.004377153
93,1278.14796,21,5.52E-09,0.086818694,10,10,0.000319226,1.37E-05
135,1017.178708,12,1.16E-08,0.107839824,11,9,0.001125656,0.001801912
142,46999.33224,134,1.29E-08,0.011041146,34,8,0.057777608,0.055051888
143,0,1,5.52E-09,1,1,10,1.54E-05,1.37E-05
185,11237.4077,25,1.27E-08,0.04486785,16,8,0.006565108,0.006550458
191,739.1105022,19,9.59E-09,0.067911469,14,9,0.006768775,0.00778074
196,12650.53101,40,1.20E-08,0.031948475,27,9,0.013356284,0.011849596
203,0,9,1.12E-08,0.111111111,9,9,0.000208521,0.000203738
207,212219.7222,222,1.19E-08,0.006190744,34,9,0.067071278,0.057572877
208,21648.74511,88,1.17E-08,0.015380227,30,9,0.019334186,0.017082191
210,0,3,7.38E-09,1,3,10,1.58E-06,3.73E-06
213,127380.8852,167,1.14E-08,0.007627665,24,8,0.02933649,0.022554917
218,3861.224031,45,1.02E-08,0.048029929,19,10,0.000330268,0.00022463
230,4128.576485,28,9.65E-09,0.049680787,19,10,0.000938479,0.000950754
238,37743.1024,71,1.02E-08,0.015709669,26,9,0.01738394,0.016664787
271,0,3,5.52E-09,1,3,10,0.000149169,2.65E-06
308,2742.373362,11,8.78E-09,0.090909091,8,9,0.000722926,0.000701234
317,5936.865378,20,9.51E-09,0.061712811,15,9,0.004802985,0.004454804
324,398208.021,235,9.50E-09,0.005338388,34,8,0.075469614,0.045639525
328,71720.13523,48,9.50E-09,0.026250219,25,9,0.014198731,0.008337281
329,18414.08776,51,7.79E-09,0.023409009,24,9,0.008498415,0.011922987
330,2924.919783,30,7.43E-09,0.043650746,22,9,0.007521126,0.007869768
331,22332.86302,65,9.43E-09,0.018894741,26,9,0.012904738,0.013971012
332,9289.106439,23,9.42E-09,0.057684019,18,9,0.004812562,0.003965835
338,25108.4705,32,8.50E-09,0.034641039,17,9,0.006587056,0.002208247
345,296.1121349,8,6.04E-09,0.134337882,8,9,0.000429338,0.000264224
350,33564.10706,34,8.94E-09,0.034067601,18,8,0.007363574,0.003627632
355,14777.20065,55,8.96E-09,0.023343692,28,9,0.014011237,0.009724429
356,107371.4837,87,8.95E-09,0.013517244,26,9,0.012589044,0.010456314
367,291591.2171,212,8.97E-09,0.00663153,34,9,0.055897237,0.042673535
369,29166.96427,44,8.56E-09,0.026216293,21,9,0.011944923,0.012430411
378,7649.257853,6,7.95E-09,0.166666667,6,9,0.002717916,0.001510222
382,121054.2703,119,8.37E-09,0.009616186,31,9,0.058604492,0.032417903
387,137710.2085,116,8.67E-09,0.011652899,28,9,0.018665227,0.01611729
388,5912.441697,26,7.72E-09,0.038597883,12,10,0.001589337,0.000881799
392,11562.23012,24,7.22E-09,0.048644957,17,9,0.006638016,0.003599412
444,0,2,5.52E-09,0.5,2,10,4.21E-06,0
472,92804.3197,116,7.29E-09,0.012894481,29,9,0.016606302,0.013166093
475,1950.935135,8,6.96E-09,0.18739229,6,10,4.88E-05,9.91E-06
488,13261.88179,23,7.13E-09,0.052137776,19,9,0.005727387,0.005002328
506,29814.2939,43,7.65E-09,0.037637597,23,8,0.017414115,0.013849013
538,1249.61457,5,5.74E-09,0.251225907,5,9,1.78E-05,3.42E-06
539,14629.22863,44,7.03E-09,0.035683766,23,9,0.017270514,0.009480523
545,46235.0549,91,6.93E-09,0.015251502,29,9,0.022482501,0.014035182
563,0,5,5.52E-09,0.333333333,5,9,0.000552785,5.49E-06
572,42150.32234,54,6.76E-09,0.022868893,30,9,0.016990499,0.013537779
573,19101.79713,30,6.77E-09,0.036522458,26,9,0.010032581,0.004605274
578,4494.303514,26,6.67E-09,0.047730797,18,9,0.012853854,0.005309626
581,7092.28972,36,6.67E-09,0.040830977,23,9,0.009049551,0.005765788
595,41138.30642,63,6.57E-09,0.020250571,31,9,0.016654943,0.008876488
596,130286.0746,108,6.67E-09,0.014013304,30,8,0.01680641,0.011219421
598,100607.4516,87,6.66E-09,0.017512108,27,8,0.009607513,0.007831496
599,1075.526382,14,6.17E-09,0.083070407,10,9,0.001425164,0.001003217
604,105225.1374,98,6.36E-09,0.011826164,27,9,0.010221591,0.004218603
624,1241.976471,21,6.26E-09,0.051928778,15,9,0.003569389,0.000891922
634,5527.364433,20,6.34E-09,0.066765266,15,9,0.003747778,0.001585921
637,12658.48096,49,6.15E-09,0.025757406,26,8,0.007061066,0.003423501
641,21665.91753,51,6.36E-09,0.033657182,25,9,0.008568777,0.006255247
644,320.4005706,10,5.54E-09,0.127677297,10,9,0.001413332,0.000312363
657,2105.099582,23,6.14E-09,0.060063636,13,9,0.004094341,0.000205547
662,262.0713822,7,5.53E-09,0.20170499,7,9,0.002650966,3.72E-05
663,11575.95824,16,5.54E-09,0.078524918,11,9,0.003361445,0.000818998
664,21473.18135,29,5.54E-09,0.058204038,14,9,0.003583879,0.00014502
665,4911.566667,24,5.54E-09,0.050715558,14,9,0.001331327,8.42E-05
672,319588.091,261,6.24E-09,0.006347243,34,9,0.060733327,0.017824174
673,16570.96524,52,6.03E-09,0.023597477,30,9,0.021618689,0.01104703
675,31024.39504,53,6.15E-09,0.027176035,25,9,0.00931076,0.002076127
688,3495.55317,29,6.10E-09,0.036648257,28,9,0.012850658,0.005188432
694,991.0234615,11,6.10E-09,0.093402865,10,10,0.005121595,0.005099289
695,36550.23405,89,5.94E-09,0.014492357,30,9,0.024194971,0.00650808
699,646.0007775,17,5.55E-09,0.068012694,14,9,0.002338809,0.001042101
701,2205.97808,22,5.55E-09,0.058001787,14,9,0.002217874,0.001031307
716,6325.697784,7,5.86E-09,0.302334194,6,9,3.84E-05,9.40E-06
760,1944.911116,12,5.58E-09,0.083615607,6,10,0.004586679,0.000471163
780,3230.036468,22,5.68E-09,0.050839373,16,9,0.004661453,0.004751058
801,79633.33954,192,5.70E-09,0.006098846,37,9,0.060673476,0.009845712
811,32969.38043,77,5.61E-09,0.018111039,30,8,0.038625382,0.004995729
816,13225.26867,56,5.60E-09,0.022361503,24,9,0.010556074,0.000359903
817,11929.57917,55,5.60E-09,0.022348292,27,9,0.019560677,0.006970066
818,4219.131236,50,5.58E-09,0.023550473,24,9,0.006148244,0.000263666
833,207.8873206,7,5.55E-09,0.150953363,7,9,0.001573245,0.000759405
836,55154.57042,142,5.63E-09,0.008753691,31,8,0.031697192,0.005727788
837,9979.573655,54,5.62E-09,0.021653561,24,8,0.016191419,0.001213935
839,1374.120363,41,5.62E-09,0.029645081,27,8,0.011859844,0.000810261
840,3643.997998,51,5.62E-09,0.022520744,26,8,0.009187756,0.003875628
841,56971.31317,115,5.62E-09,0.012521761,32,8,0.033421798,0.011581356
842,1142.555013,45,5.57E-09,0.028677697,24,8,0.008585936,0.000861052
873,38.00830095,18,5.52E-09,0.056578198,17,9,0.011034505,0.002244371
874,132.3072334,5,5.52E-09,0.2,5,9,0.000585772,1.11E-05
875,1097.339559,31,5.53E-09,0.042209724,16,9,0.004906683,0.004715419
883,312.2945915,7,5.52E-09,0.284229025,5,10,3.86E-05,2.93E-05
890,9691.898803,56,5.53E-09,0.025151467,27,9,0.014869708,0.001281729
891,20093.87649,65,5.53E-09,0.021356957,28,9,0.014526842,0.001010577
894,1081.299538,19,5.52E-09,0.057770707,15,9,0.004087006,0.000209223
898,3197.848778,47,5.52E-09,0.024994887,27,9,0.018074393,0.001034233
902,995.0209275,36,5.54E-09,0.03524372,24,9,0.007165115,0.00014177
914,18521.55872,19,5.53E-09,0.058992568,15,9,0.006756734,0.00196301
929,0,10,5.52E-09,0.102486102,8,8,0.000240983,0
944,0,2,5.52E-09,0.5,2,10,8.27E-06,0
958,2820.4402,43,5.52E-09,0.025438295,24,9,0.015441362,0.000221432
966,0,14,5.52E-09,0.07839106,9,9,0.00421511,0
970,0,1,5.52E-09,1,1,11,5.82E-06,0
975,0,36,5.52E-09,0.042265068,16,9,0.00464472,2.54E-05
978,289.3749443,21,5.52E-09,0.057871924,13,9,0.001011414,3.96E-05
983,23685.10486,290,5.52E-09,0.004615824,34,8,0.065555458,0.000448769
991,504.4248623,43,5.52E-09,0.032502516,19,9,0.005897749,0.000139156
993,0,35,5.52E-09,0.031969693,26,9,0.010121941,0
994,0,33,5.52E-09,0.031935013,25,9,0.013278492,0
995,0,30,5.52E-09,0.03759543,23,9,0.01187571,0
999,0,105,5.52E-09,0.014070201,30,8,0.016941602,0.000185992
1017,10139.81764,371,1.88E-08,0.003696655,44,9,0.148789253,0.150953039
1019,0,119,1.83E-08,0.011068858,31,9,0.038709886,0.035113926
1020,211.2670556,108,1.78E-08,0.012507602,31,8,0.027026346,0.024908649
1021,200.913742,66,1.79E-08,0.021087703,31,9,0.019419575,0.017263499
1022,1298.043009,89,1.67E-08,0.017985588,31,9,0.023555443,0.021042334
1025,11597.23293,99,1.49E-08,0.013921196,31,9,0.032059763,0.031027444
1026,18149.21649,184,1.76E-08,0.007330734,34,9,0.063491933,0.063847721
1027,7995.229809,73,1.54E-08,0.017530706,31,9,0.026280631,0.026581019
1029,20476.38761,105,1.66E-08,0.011385319,36,9,0.07606171,0.076940037
1052,4371.200864,21,1.63E-08,0.054814676,16,9,0.004307118,0.004300789
1062,133.1204411,10,1.05E-08,0.133953554,8,9,0.000724589,0.00094282
1069,0,11,1.30E-08,0.09402355,9,9,0.001284547,0.001826622
1072,17889.44997,45,1.55E-08,0.02786613,22,9,0.017687334,0.017210041
1080,38786.63399,161,1.55E-08,0.007100088,31,9,0.031872846,0.030172271
1111,457.1220772,52,1.47E-08,0.022956901,29,9,0.023726501,0.02363891
1123,26.8804195,13,1.17E-08,0.081540799,11,9,0.008452791,0.009745838
1147,49441.60576,152,1.48E-08,0.010507616,37,9,0.084610928,0.082644257
1211,6461.934418,16,1.47E-08,0.067409224,15,9,0.009993255,0.006548469
1212,875.2172125,8,1.47E-08,0.138361956,8,9,0.003844024,0.002830876
1213,25009.05155,96,1.47E-08,0.013202313,34,9,0.039858655,0.045117223
1244,0,5,6.36E-09,0.208708589,4,9,0.000159742,0.000234252
1263,1034.453754,20,8.93E-09,0.060045788,17,9,0.008037441,0.008979876
1381,0,1,7.19E-09,1,1,9,0.00012724,0.00018042
1384,0,3,9.10E-09,0.434076003,3,10,0.000505631,0.000871924
1385,69195.43135,131,1.47E-08,0.009293619,31,9,0.024251874,0.025208009
1387,116144.5045,276,1.45E-08,0.005982366,34,9,0.054906607,0.049347843
1407,0,17,1.37E-08,0.086846278,12,9,0.003092564,0.00429208
1431,1371.587466,14,1.08E-08,0.074003856,12,9,0.004842707,0.004843005
1432,124824.4013,232,1.42E-08,0.006694405,33,9,0.046551867,0.040343686
1436,1738.331728,20,1.04E-08,0.063466486,19,9,0.007019195,0.007957947
1445,10009.68675,60,1.33E-08,0.023507983,27,9,0.009818522,0.00951548
1453,6501.830158,33,1.37E-08,0.035459379,20,9,0.004652113,0.004478293
1454,9662.721181,51,1.37E-08,0.025673794,23,9,0.009433076,0.009129324
1457,179636.0498,315,1.41E-08,0.004722791,36,8,0.086838602,0.082720363
1459,45761.0452,174,1.38E-08,0.008568616,34,8,0.057493214,0.056551801
1490,0,14,1.09E-08,0.079362236,12,9,0.001978029,0.002225697
1495,23438.58089,44,1.38E-08,0.031441837,23,9,0.00835901,0.007991133
1499,222921.3877,224,1.37E-08,0.00663274,34,9,0.049072757,0.042085579
1508,7022.141936,33,1.17E-08,0.035174749,15,9,0.002858767,0.001689326
1540,5900.427832,23,9.51E-09,0.048050558,14,9,0.009471798,0.013427128
1545,10661.85673,30,1.17E-08,0.107644211,20,10,0.000579734,0.000385802
1605,14205.96554,30,1.23E-08,0.042259893,17,9,0.004747492,0.004062231
1606,790.8465384,20,1.06E-08,0.075732965,18,9,0.003083257,0.002550871
1612,1287.033716,30,1.33E-08,0.03937874,19,9,0.005895187,0.007177294
1613,7425.357385,33,1.33E-08,0.035154417,23,9,0.011379965,0.00890686
1616,48555.39962,115,1.33E-08,0.009998969,31,9,0.033804253,0.04034338
1633,1414.378623,16,1.10E-08,0.082715182,13,10,0.002250931,0.000712675
1642,71566.3987,187,1.33E-08,0.010847951,71,9,0.281795239,0.316188258
1643,1847.798913,25,1.15E-08,0.058982743,20,9,0.010158341,0.009641858
1647,63341.56242,62,1.30E-08,0.0193335,27,8,0.026080613,0.023709311
1659,1363.298247,158,1.31E-08,0.02067154,129,10,0.434146569,0.415294293
1676,6516.250859,25,1.15E-08,0.047105304,18,9,0.012659571,0.016126949
1677,51.46084243,6,6.34E-09,0.304164041,5,9,0.001259682,0.002002063
1718,0,1,6.09E-09,1,1,9,0.000865892,0.001412112
1719,0,12,1.08E-08,0.086834346,10,8,0.004658299,0.005444602
1736,4647.144767,12,1.28E-08,0.085318178,11,9,0.010642144,0.008595044
1737,0,10,9.59E-09,0.18082569,8,9,0.000884317,0.000633697
1786,9532.013322,49,1.31E-08,0.029879289,26,9,0.011049277,0.0124041
1803,46.58788713,19,8.38E-09,0.061037027,8,9,0.00130156,0.001969153
1827,171.8587658,23,9.82E-09,0.046018608,20,8,0.005080263,0.006359985
1841,153.1048792,14,9.24E-09,0.134828462,12,10,0.001001257,0.001477436
1844,0,2,6.99E-09,0.50390575,2,9,0.000635035,0.000485612
1848,181.7712826,6,7.82E-09,0.167991652,6,9,0.001100181,0.001075837
1849,27.87747148,5,1.30E-08,0.202819908,5,9,0.005708018,0.00219811
1852,0,3,6.99E-09,0.338633275,3,9,0.000929303,0.000809058
1854,3489.57679,36,1.06E-08,0.039088534,15,9,0.004597737,0.00340449
1856,47830.31411,78,1.19E-08,0.015069769,27,9,0.024167983,0.017204418
1857,25868.72971,49,1.19E-08,0.022576792,20,9,0.009135988,0.010757078
1869,81020.48402,86,1.15E-08,0.014346498,31,9,0.02044229,0.019985198
1871,1001.873068,21,1.13E-08,0.051774131,16,9,0.002394114,0.002784639
1891,47534.63276,31,1.28E-08,0.054736733,20,9,0.003157485,0.002680866
1892,15164.55114,44,1.16E-08,0.034855763,20,8,0.012645968,0.013733731
1936,49546.01572,78,1.28E-08,0.014564258,31,9,0.03029837,0.026562575
1948,3360.086053,22,1.10E-08,0.053678949,15,9,0.001293715,0.001527803
1950,6409.256503,17,1.27E-08,0.070976984,14,8,0.004195023,0.002672552
1956,431252.3891,379,1.27E-08,0.004165491,37,8,0.094314607,0.094092035
1958,34191.65678,40,1.22E-08,0.028989112,23,9,0.007624517,0.005788532
1959,0,10,1.22E-08,0.101249347,9,10,0.000485749,0.000231741
1974,37352.66303,119,1.23E-08,0.014958283,68,9,0.183788345,0.186184117
1977,8674.816124,42,1.20E-08,0.029077268,23,9,0.017822308,0.019923526
1978,8714.937446,31,1.19E-08,0.036101899,20,9,0.009407408,0.007989906
1981,6465.187923,47,1.15E-08,0.02607699,26,9,0.03347213,0.034429181
1984,3552.678005,10,1.09E-08,0.101457618,8,9,0.004367505,0.004113836
2033,269716.6808,286,1.20E-08,0.005830045,34,9,0.06375385,0.050756143
2041,741.5003194,3,1.02E-08,0.333333333,3,10,0.000257771,0.000115383
2047,2866.758049,13,1.02E-08,0.09520785,11,9,0.003025202,0.001991214
2058,14200.98461,160,1.12E-08,0.014795924,104,9,0.474858818,0.442992107
2064,57504.73698,135,1.17E-08,0.011865401,30,9,0.018401869,0.01901101
2065,21755.25226,68,1.07E-08,0.020782571,27,9,0.014243792,0.015245915
2067,0,13,1.11E-08,0.082566969,11,9,0.002084181,0.001263527
2068,26.15979759,39,1.15E-08,0.054660026,28,9,0.005139064,0.006331861
2071,8525.994237,68,1.15E-08,0.026067894,30,9,0.029038342,0.02438514
2072,10276.94699,86,1.11E-08,0.022656196,71,9,0.218076758,0.247862825
2073,2870.963742,12,1.15E-08,0.093282322,11,9,0.003752889,0.003107929
2081,40.15088274,18,9.45E-09,0.067313687,16,9,0.00963988,0.011260204
2099,260891.4346,297,1.16E-08,0.005614518,36,9,0.079667412,0.064102048
2100,10056.85936,80,1.05E-08,0.017826802,31,9,0.028909606,0.022757402
2146,24004.2375,52,1.10E-08,0.021634157,24,9,0.010748748,0.01111163
2149,4915.169633,16,1.05E-08,0.063952573,14,8,0.001862109,0.001552315
2166,52.54713372,3,8.60E-09,0.333333333,3,9,0.00146477,0.001097599
2167,2464.494458,11,9.02E-09,0.094363406,11,9,0.003888518,0.004685555
2175,44148.00316,77,1.09E-08,0.018526581,30,8,0.035784222,0.032455431
2180,11.70521274,9,9.40E-09,0.200648765,8,10,0.000121283,6.36E-05
2182,181.1731213,10,9.40E-09,0.173284958,9,9,0.001652034,0.002678687
2188,1675.55608,19,1.05E-08,0.093804856,16,9,0.001524677,0.001325836
2189,34613.89821,45,1.05E-08,0.035844531,21,8,0.004105278,0.002813963
2194,53185.35416,31,9.40E-09,0.063662276,15,9,0.014811251,0.013871508
2197,267.1320456,87,1.04E-08,0.023934133,80,9,0.297474771,0.362072634
2237,1047.818266,16,9.82E-09,0.069326178,15,9,0.009551933,0.006653599
2241,907.225255,22,1.02E-08,0.053977525,20,9,0.003310401,0.002498412
2247,9952.887003,35,1.04E-08,0.033048921,18,8,0.010584747,0.011377673
2260,39842.98804,53,1.02E-08,0.021656963,25,9,0.012406948,0.00651531
2261,44501.26728,44,1.02E-08,0.024158842,18,8,0.015944031,0.013719567
2263,16318.90192,29,1.04E-08,0.038500429,15,9,0.001932924,0.00199266
2266,5901.748022,11,9.05E-09,0.143752102,10,8,0.00018041,9.94E-05
2274,124374.7069,103,1.11E-08,0.01132718,28,8,0.017011735,0.01238639
2289,7812.917566,22,1.08E-08,0.053295806,18,9,0.011706183,0.009103882
2308,11123.21496,40,1.06E-08,0.028151425,27,9,0.011769705,0.011162035
2309,26173.99918,43,1.06E-08,0.025579829,25,9,0.013857459,0.015731403
2313,6615.607852,18,1.09E-08,0.057516435,14,9,0.007130597,0.006209397
2321,1887.492216,26,1.04E-08,0.055181401,19,9,0.005343073,0.00461131
2322,0,15,1.02E-08,0.08004494,13,9,0.005137078,0.005182265
2353,154073.9664,196,1.04E-08,0.006756516,34,8,0.047782111,0.052930163
2355,3615.04001,18,8.97E-09,0.06636612,14,9,0.002214379,0.002307182
2475,29105.55367,59,1.07E-08,0.023835941,27,9,0.018228636,0.022503766
2535,139.3993969,2,5.59E-09,0.5,2,9,6.07E-05,4.32E-06
2547,102357.4998,128,1.03E-08,0.009668158,31,9,0.042746051,0.033565256
2553,32942.47693,26,1.04E-08,0.039531338,16,9,0.006774715,0.009364891
2581,0,4,1.02E-08,0.353854875,4,9,5.49E-06,6.66E-07
2625,6181.168279,20,9.34E-09,0.051261669,12,9,0.0011919,0.001055744
2627,3085.152862,12,9.32E-09,0.089466623,9,9,0.001284655,0.001044855
2677,760.6379866,6,6.34E-09,0.211189607,5,8,2.61E-05,5.20E-06
2717,351.9534276,5,6.85E-09,0.429846939,4,9,5.89E-05,2.08E-05
2730,1909.240253,7,8.96E-09,0.142857143,6,10,0.001864021,0.001440921
2735,6847.133851,28,9.79E-09,0.049109783,17,9,0.003005545,0.003157635
2737,3497.26675,17,8.47E-09,0.071867436,12,9,0.002474537,0.002072448
2744,11.53454817,5,8.38E-09,0.2,5,10,0.000809245,0.000735158
2746,0,7,9.45E-09,0.200748188,7,9,0.004208037,0.005674039
2768,12774.85614,34,1.04E-08,0.036927701,18,9,0.005416149,0.005694016
2806,28735.49937,33,9.45E-09,0.047913102,13,9,0.006107673,0.005509877
2810,200654.4131,165,1.00E-08,0.00903864,29,9,0.027634849,0.021129385
2870,6531.021293,21,9.65E-09,0.053416476,12,9,0.000632933,0.000536571
2932,374164.1294,255,9.82E-09,0.004951344,35,8,0.09022904,0.068437635
2946,2258.415702,5,9.52E-09,0.333333333,5,10,0.000989607,5.59E-05
2956,5550.214276,40,8.83E-09,0.037065074,25,9,0.009339426,0.009492947
2958,138.9435987,22,9.55E-09,0.084634619,19,9,0.002018599,0.002607978
2959,19987.02528,106,9.55E-09,0.01821596,31,9,0.037544646,0.037478017
2961,8679.912314,41,9.52E-09,0.04742058,28,9,0.006362485,0.005400062
2965,30867.26035,69,9.51E-09,0.028051199,29,9,0.015443713,0.013751184
3014,36724.56406,144,9.46E-09,0.012705875,71,9,0.258620252,0.277393115
3029,4725.746095,27,7.21E-09,0.046264146,19,9,0.000299269,0.000332243
3034,2864,4,7.01E-09,0.283975222,3,11,6.84E-06,1.61E-06
3054,44586.40293,60,9.74E-09,0.023375161,28,9,0.016191655,0.013804612
3055,89321.40781,98,9.58E-09,0.012473163,28,8,0.023575732,0.017675369
3065,280438.3644,301,9.73E-09,0.006824967,36,9,0.0883177,0.067722111
3066,81998.21072,204,9.68E-09,0.01019733,34,9,0.065703153,0.055258946
3091,61131.40026,75,9.66E-09,0.017432676,31,9,0.020221287,0.017770448
3093,91163.97852,60,9.60E-09,0.017162337,21,9,0.011326136,0.012998944
3098,5797.942706,23,8.41E-09,0.059579267,11,10,0.002726832,0.003930794
3099,11793.39807,24,8.40E-09,0.056589662,11,9,0.000737643,0.00093067
3119,882.5969249,4,8.83E-09,0.353750054,3,10,0.001101354,0.001656297
3122,3733.853681,11,8.49E-09,0.12602901,5,9,0.000178792,9.17E-05
3146,52649.52256,78,9.60E-09,0.014469805,28,8,0.01589258,0.013932155
3148,5287.068263,24,9.50E-09,0.048676888,17,9,0.009138059,0.007655418
3162,1734.431767,12,7.32E-09,0.100151086,10,9,0.00269453,0.001862879
3170,8698.023287,16,8.44E-09,0.0659375,9,9,0.000828094,0.000595015
3174,361.8259323,14,6.87E-09,0.071634022,11,9,0.002065839,0.000622648
3214,52.79432228,5,7.38E-09,0.206750745,5,9,0.000877054,0.000202557
3242,2010.09152,4,5.87E-09,0.258560634,4,10,5.26E-05,2.01E-06
3265,80630.42122,80,9.05E-09,0.015104779,25,9,0.00962653,0.009041072
3297,25422.32082,66,9.48E-09,0.018468656,31,9,0.017737746,0.014450412
3300,5904.545787,4,8.31E-09,0.253415462,4,10,0.004784418,0.00623064
3308,53786.88838,90,9.46E-09,0.014473449,32,9,0.041757508,0.036601583
3313,25239.70844,91,9.32E-09,0.017755513,39,9,0.090243605,0.075994315
3320,257447.1188,245,9.41E-09,0.00715583,68,8,0.240381428,0.226575219
3329,240457.089,211,9.24E-09,0.009346166,76,9,0.351498913,0.294615808
3337,12588.27041,36,8.10E-09,0.033914238,20,9,0.007315728,0.003696154
3364,22533.48743,25,8.06E-09,0.061408896,17,9,0.005245677,0.005164338
3376,2171.575777,31,9.00E-09,0.04381161,23,9,0.017205059,0.017624369
3383,9340.854533,22,9.04E-09,0.055263935,16,8,0.007988594,0.009614897
3397,2059.964397,17,8.98E-09,0.068630018,12,9,0.002720578,0.00382824
3428,11020.51899,11,8.98E-09,0.092423293,10,9,0.002735515,0.002538488
3458,897.395771,10,8.50E-09,0.136843234,9,9,0.002011825,0.002672527
3476,929.5235454,17,7.78E-09,0.077379606,16,9,0.004630665,0.005758235
3479,7032.305646,15,9.29E-09,0.082518781,9,9,0.000773892,0.001073725
3480,61464.64274,62,9.28E-09,0.021328682,29,9,0.014082772,0.014627969
3481,26396.74466,22,9.28E-09,0.050925427,13,8,0.00090934,0.000857081
3486,25646.96653,30,9.11E-09,0.037308473,14,8,0.006499345,0.003131929
3551,117968.1624,146,9.02E-09,0.010634176,38,9,0.093820539,0.068632855
3553,9161.000665,16,8.90E-09,0.07734741,13,9,0.000671001,0.000410691
3558,12469.01028,26,9.08E-09,0.045838726,17,9,0.002283726,0.0023978
3559,3218.194242,26,8.91E-09,0.045568061,21,9,0.006701735,0.009196278
3560,8858.191129,30,8.91E-09,0.043996577,22,9,0.008785054,0.006000932
3565,4109.700396,10,8.90E-09,0.108210613,8,9,0.00025443,0.000113244
3569,13018.37051,14,9.01E-09,0.089235907,11,9,0.00213017,0.001876779
3576,8214.1597,16,8.36E-09,0.078964852,11,8,0.002057471,0.000175318
3586,977.2618604,9,8.49E-09,0.162194456,7,9,0.000993303,0.001170718
3588,3554.908336,7,6.21E-09,0.160584132,3,10,7.38E-06,2.45E-11
3606,19.13971275,7,5.63E-09,0.145679494,4,9,0.000333023,0.000507979
3608,23759.79412,250,8.36E-09,0.011585127,104,9,0.731762756,0.622934183
3611,151713.7835,95,9.04E-09,0.011610267,26,8,0.040808636,0.013345783
3630,23863.05402,26,8.83E-09,0.044827414,14,9,0.002038639,0.002207075
3651,10368.58281,20,7.98E-09,0.063410207,13,9,0.002136071,0.002119153
3662,2075.203453,17,7.55E-09,0.063083258,12,9,0.001294047,0.001930635
3665,4041.767328,24,7.15E-09,0.055046278,15,9,0.004479446,0.004560784
3688,143220.6301,112,8.83E-09,0.014218514,24,8,0.006195987,0.004691726
