gene,betweenness,degree,closeness,constraint,coreness,eccentricity,eigen_centrality,hub score
7357,0,2,5.52E-09,0.570764463,2,10,2.94E-05,0
7374,0.015668821,5,5.52E-09,0.204645919,5,8,0.003359664,0.000703008
7376,34477.75172,40,5.92E-09,0.02844849,24,9,0.007455505,0.004216599
7398,7471.417375,23,5.57E-09,0.048668985,12,9,0.001504315,0.000100994
7416,31030.31322,117,5.90E-09,0.015927125,68,9,0.178903412,0.025160024
7421,47907.25911,84,5.75E-09,0.016127,31,9,0.015719883,0.004128144
7428,212375.0308,251,5.85E-09,0.004825303,39,9,0.106600857,0.015132676
7444,454.2827328,7,5.53E-09,0.148588864,7,9,0.00246887,0.001056544
7465,2157.643484,26,5.87E-09,0.039924877,22,9,0.011629531,0.008437239
7474,3455.744417,4,5.52E-09,0.288350694,3,10,1.22E-05,1.56E-06
7486,5320.960671,30,5.63E-09,0.042322309,22,9,0.015914436,0.00474031
7494,14182.18853,22,5.57E-09,0.050906161,15,9,0.008372709,0.003999215
7508,235.6420572,21,5.53E-09,0.054447639,17,10,0.004954651,0.000356763
7518,11549.14038,26,5.71E-09,0.051008112,17,9,0.004599002,0.000580234
7520,31740.98236,71,5.63E-09,0.020451031,29,9,0.024383742,0.001287542
7525,21470.70658,65,5.65E-09,0.020099922,27,9,0.015177955,0.005593633
7528,20030.51885,52,5.59E-09,0.024489583,28,9,0.011729222,0.002109457
7625,0,2,5.52E-09,0.5,2,10,0.000677555,0
7702,0,4,5.52E-09,0.25,3,10,0.002722362,0
7703,1303.332842,19,5.58E-09,0.066425029,14,9,0.001271958,0.000163381
7750,24644.409,48,5.68E-09,0.031191346,28,9,0.011835349,0.000658747
7780,3396.267391,8,5.52E-09,0.125,6,9,7.56E-05,1.74E-06
7832,340.357478,14,5.52E-09,0.075411202,10,9,0.001294546,3.00E-05
7840,0,1,5.55E-09,1,1,11,7.19E-05,8.07E-05
7852,7428.635802,37,5.58E-09,0.033252323,23,8,0.009316614,0.002044752
7867,0,12,5.52E-09,0.086011159,12,9,0.006518782,0
7915,1355.127355,35,5.52E-09,0.0412639,19,10,0.001647033,7.23E-05
7965,32328.49497,54,5.68E-09,0.02354346,24,9,0.024717836,0.006019236
7988,0,24,5.52E-09,0.05672005,13,9,0.003879156,5.51E-05
8061,1267.262821,29,5.56E-09,0.046205072,18,9,0.002408567,0.00013405
8140,0,3,5.52E-09,0.440412203,3,9,8.65E-05,0
8148,982.0137955,45,5.52E-09,0.031090657,29,9,0.055195648,0.001330759
8202,13403.30173,85,5.65E-09,0.016911717,31,9,0.025173104,0.003714007
8239,6698.429028,29,5.64E-09,0.03920437,23,9,0.019385237,0.005629115
8243,9270.105774,53,5.64E-09,0.028881699,24,9,0.005708061,0.001513824
8325,0,5,5.52E-09,0.260956009,5,9,3.74E-05,0
8396,0,10,5.52E-09,0.128201238,10,10,0.004115355,5.36E-05
8428,6843.89914,47,5.52E-09,0.037315992,24,9,0.016216677,0.000475005
8438,0,2,5.52E-09,0.5,2,10,0.000116018,0
8445,0,19,5.52E-09,0.055269332,16,9,0.00344745,0
8453,7608.273591,120,5.60E-09,0.015361057,71,9,0.223482679,0.030443136
8463,517.1320999,6,5.56E-09,0.169992147,4,9,0.000313944,0.000268775
8493,120.7571593,33,5.52E-09,0.044823234,30,9,0.072524348,0.006314319
8505,0,1,5.52E-09,1,1,9,0.000199634,0
8517,148903.8668,346,5.58E-09,0.004354866,62,9,0.208940481,0.02129509
8518,415.0950368,33,5.55E-09,0.036065242,20,9,0.00774548,0.002806456
8525,5464.450574,35,5.52E-09,0.038713136,22,9,0.006223331,1.86E-05
8535,10939.95118,50,5.54E-09,0.033595004,28,9,0.005431995,0.000545245
8536,1149.824471,23,5.52E-09,0.068265924,15,9,0.005198918,0.000240501
8548,578.8009139,42,5.52E-09,0.025570621,21,9,0.002753101,3.09E-05
8550,0,24,5.52E-09,0.046223674,20,9,0.010007839,0
8554,12771.37278,132,5.54E-09,0.013331344,71,9,0.233352391,0.031785341
8565,20.51973067,9,5.52E-09,0.111958858,9,8,0.004466805,0.002244371
8574,0,8,5.52E-09,0.193226279,7,8,0.000867851,1.20E-05
8604,0,7,5.52E-09,0.147148978,7,10,0.00177062,0
8644,0,6,5.52E-09,0.166666667,6,10,0.003004753,0
8650,5816.917647,23,5.53E-09,0.050055628,18,8,0.003676605,0.000196129
8678,8567.947178,35,5.54E-09,0.034412024,17,9,0.002201058,0.000194227
8717,17759.9906,72,5.57E-09,0.017618628,33,9,0.051372485,0.001105362
8737,14476.93141,65,5.57E-09,0.02153778,30,9,0.030972064,0.011648528
8738,99.64607452,17,5.52E-09,0.062131465,13,9,0.006812458,6.12E-05
8743,6789.871045,14,5.57E-09,0.094368243,10,9,0.002026004,0.000521681
8767,9034.498475,70,5.55E-09,0.017919721,32,9,0.037669816,0.000975179
8771,552.7907354,5,5.52E-09,0.200770563,4,10,0.00022267,1.08E-08
8772,11912.63677,55,5.56E-09,0.024811467,26,9,0.010674068,0.000581349
8784,7027,6,5.52E-09,0.253812141,5,10,0.000825081,5.49E-06
8795,1186.625064,22,5.56E-09,0.063665825,19,9,0.00354641,0.000535244
8797,7144.922377,28,5.56E-09,0.04767871,19,9,0.005220802,0.002218057
8804,0,6,5.52E-09,0.169980995,6,8,0.00097214,0
8805,1006.529305,33,5.52E-09,0.035875514,23,9,0.004017815,0.000153928
8835,34.28623868,9,5.52E-09,0.125708222,9,9,0.000731029,5.90E-05
8837,10039.07795,52,5.55E-09,0.023884981,28,9,0.033471623,0.003411731
8841,20715.38544,116,5.54E-09,0.013296057,32,9,0.04437074,0.003661106
8850,17126.76974,103,5.54E-09,0.013218593,31,9,0.016332037,0.000533889
8877,0,10,5.52E-09,0.101571101,8,9,0.007285232,0
8878,27599.66921,80,5.53E-09,0.014966038,28,9,0.020281249,0.000453426
8879,0,1,5.52E-09,1,1,11,6.16E-05,0
8883,4554.089897,79,5.54E-09,0.025516171,71,8,0.217775042,0.024081417
8894,4833.684147,23,5.53E-09,0.050162436,16,9,0.006782052,0.000204585
8900,3475.313897,65,5.53E-09,0.018325635,27,9,0.020004133,0.001285554
8915,1983.62192,41,5.52E-09,0.030377738,23,9,0.009213921,0.00011404
8945,10006.00639,74,5.53E-09,0.016198548,27,9,0.02084867,0.002356793
9097,6494.172195,31,5.52E-09,0.048942815,25,9,0.006422163,0.000920743
9112,10317.57627,58,5.54E-09,0.028358613,28,9,0.01474784,0.000563663
9126,13736.34538,54,5.53E-09,0.027978498,24,9,0.00945554,0.000650214
9131,773.9085656,30,5.52E-09,0.036498481,22,9,0.009631384,0.000345583
9133,0.390668821,9,5.52E-09,0.119256273,9,9,0.004053237,0.000703008
9134,0,9,5.52E-09,0.115994096,9,9,0.003643677,0
9140,1336.594205,55,5.52E-09,0.020673473,23,9,0.037089358,0.000305948
9156,0,6,5.52E-09,0.209000668,6,10,0.002274362,0
9181,0,22,5.52E-09,0.049183015,19,9,0.010049498,0
9184,693.5179221,19,5.52E-09,0.058163503,15,9,0.007560343,4.29E-05
9212,1386.320027,53,5.53E-09,0.023436277,27,9,0.009630799,0.00108899
9219,7815.3934,83,5.53E-09,0.024162468,31,9,0.026642413,0.005070713
9246,3711.061709,32,5.52E-09,0.031614901,15,9,0.004638052,5.75E-05
9252,8242.348247,71,5.52E-09,0.01736444,31,9,0.013335476,0.000124951
9261,2046.036436,50,5.52E-09,0.024737444,29,9,0.016739916,0.000640744
9294,0,3,5.52E-09,0.333333333,3,10,3.57E-05,0
9318,533.4882394,36,5.52E-09,0.043320652,21,9,0.010438706,0.00253216
9378,5264.775446,27,5.52E-09,0.037869653,10,9,0.000447768,2.87E-07
9412,5612.94484,95,5.53E-09,0.024056307,31,9,0.013263561,0.000718776
9415,0,13,5.52E-09,0.199316127,9,10,0.000152415,0
9429,0,4,5.52E-09,0.5,4,10,0.000674557,3.16E-06
9447,0,1,5.52E-09,1,1,9,3.86E-05,0
9459,77.83760792,24,5.52E-09,0.046070325,17,9,0.00799668,0.000751611
9474,1035.710594,71,5.52E-09,0.016596791,24,9,0.02396606,0.000435635
9491,0,28,5.52E-09,0.038014662,18,9,0.008813365,0
9531,158.5524945,17,5.52E-09,0.059386836,14,9,0.007307597,6.12E-05
9533,1927.687937,138,5.52E-09,0.015353969,104,9,0.407661877,0.018985223
9564,1476.204451,68,5.52E-09,0.019878028,28,9,0.019028915,8.56E-05
9604,0,20,5.52E-09,0.05752208,17,10,0.0023008,2.45E-05
9616,0,24,5.52E-09,0.058452008,16,9,0.009203682,0
9618,8500.081273,62,5.52E-09,0.017517018,24,9,0.008360284,0.000179345
9641,34676.06228,363,5.52E-09,0.003628958,67,9,0.208954341,0.007113706
9656,0,33,5.52E-09,0.040651054,25,9,0.009754567,0.000103265
9688,4662.273538,63,5.52E-09,0.029076379,36,9,0.036695704,0.00482744
9700,140.5648655,6,5.52E-09,0.166666667,6,9,0.001309849,0.000703008
9706,277.3725713,12,5.52E-09,0.08624267,12,10,0.004442506,0.000293236
9734,169.8498882,34,5.52E-09,0.033029128,25,9,0.009518249,0.000158972
9748,602.4398841,5,5.52E-09,0.2,5,9,0.001577641,5.11E-05
9759,0,110,5.52E-09,0.011496533,30,9,0.020977572,0.000158972
9767,0,12,5.52E-09,0.172666402,12,10,0.000300101,0
9794,0,20,5.52E-09,0.084775392,15,10,0.00249752,2.85E-05
9817,0,51,5.52E-09,0.022131801,19,10,0.007492137,0
9868,0,10,5.52E-09,0.130890255,7,9,0.005889936,0
9918,0,8,5.52E-09,0.177693836,8,9,0.000708853,0
9928,0,2,5.52E-09,0.5,2,10,0.000711783,0
9939,703.525242,175,5.52E-09,0.017751114,129,9,0.44425704,0.003795158
9945,0,12,5.52E-09,0.138043777,11,9,0.000671163,0
9958,0,47,5.52E-09,0.022686978,21,9,0.025047932,0
9961,0,9,5.52E-09,0.143773122,8,9,0.002447882,1.37E-05
9978,0,82,5.52E-09,0.020776374,27,9,0.024243432,0
10001,0,45,1.64E-08,0.051586605,31,9,0.004856967,0.00517687
10007,0,15,1.15E-08,0.11927658,11,9,0.001423245,0.001165467
10018,0,23,1.59E-08,0.054796154,19,9,0.005269978,0.005418599
10038,0,9,1.48E-08,0.119321906,8,9,0.001297677,0.00065352
10048,0,62,1.59E-08,0.020095724,30,8,0.018186886,0.017702296
10051,0,26,1.62E-08,0.055720875,16,9,0.007635317,0.009000452
10058,0,2,6.04E-09,0.5,2,9,0.000175572,0.00026284
10093,721.8822435,15,1.68E-08,0.104186547,12,9,0.003668472,0.001644591
10094,888.3993327,27,1.68E-08,0.050051453,14,9,0.011688664,0.014775243
10097,5316.538226,26,1.68E-08,0.056967943,17,9,0.006785319,0.005712116
10109,1217.206704,15,1.20E-08,0.104718603,12,9,0.005063255,0.004149435
10110,0,11,1.47E-08,0.091902364,10,9,0.001926043,0.001676257
10111,376.7495637,50,1.29E-08,0.032002401,26,9,0.017485071,0.016210919
10125,0,5,9.05E-09,0.203350583,5,9,0.001047015,0.00163661
10135,0,11,1.16E-08,0.111111111,9,8,0.000400559,0.000321004
10201,0,12,1.29E-08,0.09641768,10,10,0.000146703,0.000150246
10253,8738.667917,88,1.57E-08,0.017798068,24,9,0.007216278,0.006928754
10276,0,4,8.67E-09,0.25,4,10,0.000269361,0.000251184
10285,1902.182293,163,1.71E-08,0.017866612,129,9,0.403637983,0.412583572
10295,0,8,7.05E-09,0.125735609,6,10,0.000409536,0.000522048
10298,0,18,1.50E-08,0.064141332,15,9,0.010039228,0.011875519
10327,0,13,1.03E-08,0.095766949,11,9,0.000149883,0.00018386
10379,193.277815,22,1.29E-08,0.054357021,12,10,0.002733559,0.003160567
10383,1668.650354,31,1.44E-08,0.03362349,20,9,0.013626347,0.013325937
10392,0,18,9.58E-09,0.075937383,15,9,0.003325834,0.002834679
10397,3963.768468,70,1.57E-08,0.015752385,34,9,0.09939423,0.10269597
10413,1834.198482,39,1.50E-08,0.027556557,21,9,0.01280701,0.013969447
10421,8980.278581,156,1.66E-08,0.018153558,129,9,0.37838985,0.382365016
10447,0,2,1.62E-08,0.521612656,2,9,5.51E-05,5.29E-06
10451,0,21,1.27E-08,0.053481533,19,9,0.006176587,0.004945168
10452,0,8,9.59E-09,0.186928875,6,8,0.004265137,0.004044964
10476,0,16,1.15E-08,0.14809538,15,9,0.004090277,0.004018396
10477,7468.86066,50,1.49E-08,0.020535108,20,9,0.018111056,0.018108913
10482,583.1903493,43,1.60E-08,0.027830133,24,9,0.045717269,0.043175958
10497,0,13,1.32E-08,0.086160248,9,10,0.000376893,0.00016203
10524,8576.831744,137,1.63E-08,0.009251308,31,8,0.025947338,0.026284833
10533,0,14,1.36E-08,0.086099792,14,10,0.001679391,0.001706729
10555,0,4,9.90E-09,0.25,4,10,5.39E-06,2.55E-06
10557,8551.897324,15,1.50E-08,0.144600349,9,9,0.004062333,0.003008029
10613,0,5,1.33E-08,0.2,4,9,0.001098021,0.001815109
10617,4771.471733,37,1.48E-08,0.033474077,19,9,0.012152741,0.013941964
10621,91.71619044,13,1.48E-08,0.08591902,11,9,0.006557289,0.009711538
10641,0,3,6.95E-09,0.339013465,3,9,0.001556433,0.002067367
10645,0,28,1.54E-08,0.03785483,19,9,0.005836733,0.004654771
10651,0,9,1.59E-08,0.2024219,6,9,0.003542959,0.001235639
10664,0,22,1.29E-08,0.053034054,18,8,0.012461679,0.01213132
10694,97.10439908,33,1.19E-08,0.05788159,23,9,0.014619917,0.016111617
10721,0,1,1.24E-08,1,1,10,1.70E-05,0
10733,2108.467677,14,1.54E-08,0.084424335,13,10,0.001332193,0.000841234
10769,510.6121684,9,1.09E-08,0.116541604,9,9,0.000593731,0.000612738
10783,12468.30104,68,1.62E-08,0.015839876,26,9,0.013683362,0.008450598
10813,4676.71745,41,1.48E-08,0.025189036,20,9,0.006147854,0.007163674
10856,32715.44328,213,1.56E-08,0.009908195,71,9,0.328221986,0.311393923
10857,123.880447,22,1.31E-08,0.047101482,15,9,0.008186474,0.007879809
10868,8431.878434,47,1.29E-08,0.022028412,20,9,0.008899576,0.01120227
10898,0,8,8.18E-09,0.151842967,7,10,0.000520209,0.00051127
10915,6129.409527,158,1.60E-08,0.017903838,129,9,0.390884369,0.384573524
10921,18677.71664,212,1.59E-08,0.01168585,129,9,0.407702155,0.412146236
10933,4267.096338,55,1.30E-08,0.029833054,23,9,0.014799307,0.013885069
10972,73.06931327,12,1.08E-08,0.099605944,11,9,0.002848826,0.003867479
10973,60.67396616,12,8.94E-09,0.09887855,10,9,0.003991118,0.004842639
10987,19472.83219,119,1.51E-08,0.013397729,33,8,0.043728569,0.04654514
10988,0,13,1.14E-08,0.096869795,11,9,0.007875228,0.011130234
11004,0,9,1.07E-08,0.147497292,9,9,0.002589708,0.00293085
11065,2294.54213,11,1.21E-08,0.111111111,9,9,0.00406658,0.000173977
11073,278.3297582,32,1.20E-08,0.04234867,21,9,0.008426134,0.009803565
11108,0,5,1.05E-08,0.2,5,10,0.002837859,0.003693056
11113,436.4440228,12,1.19E-08,0.085240279,11,9,0.001614535,0.001362457
11200,4536.363849,53,1.16E-08,0.02288771,26,9,0.009563556,0.008479686
11213,0,7,8.91E-09,0.249243511,7,9,0.001288157,0.001920941
11243,5742.524186,16,1.29E-08,0.079211222,12,9,0.001191905,0.000943921
11284,553.1799036,25,8.25E-09,0.042077057,17,9,0.010013849,0.012298491
11325,5.589892892,10,1.08E-08,0.107977633,10,10,0.029394086,0.020486024
11340,26803.47238,44,1.47E-08,0.034493615,18,9,0.016946648,0.020110508
22894,1180.470673,19,1.08E-08,0.083647437,15,9,0.005117937,0.004286924
22934,6179.674396,28,1.04E-08,0.066468465,15,10,0.003484403,0.005446972
22938,54101.62168,214,1.10E-08,0.012829586,129,9,0.446133508,0.416722558
22944,0,3,7.31E-09,0.341609296,3,10,0.002070787,0.001689473
22978,22111.42268,42,9.24E-09,0.031494502,14,9,0.003727558,0.005368095
23043,36484.84268,99,1.05E-08,0.010470907,30,9,0.036698424,0.029832015
23047,7.567241758,10,8.19E-09,0.176137619,9,9,0.001525327,0.00091265
23149,0,6,6.80E-09,0.166666667,6,10,0.000509641,0.000713898
23236,26310.78537,75,1.06E-08,0.028721258,23,9,0.006283411,0.007726378
23291,10242.15946,59,1.04E-08,0.026577564,27,9,0.018813023,0.018109925
23338,81.49272264,16,1.04E-08,0.115525967,12,10,0.00044763,0.000347801
23368,3857.180567,13,1.05E-08,0.078567606,12,9,0.005274589,0.007381373
23405,29900.86439,173,1.09E-08,0.015058051,104,9,0.479475997,0.446300262
23411,80787.3622,88,1.06E-08,0.015124714,34,9,0.077191834,0.063741103
23463,0,4,9.10E-09,0.251734208,4,10,0.000485599,0.000364897
23464,3234.939536,11,7.27E-09,0.156889128,10,10,0.000126741,7.54E-05
23509,1.5,3,7.63E-09,0.390204589,3,9,8.29E-05,0.000105227
23512,858.2367331,14,7.19E-09,0.085864259,10,9,0.001931267,0.00159768
23530,0,1,8.01E-09,1,1,10,0.001245565,0.000965954
23576,0,1,6.34E-09,1,1,10,0.000172399,0.000258376
23581,0,10,7.68E-09,0.10749847,10,8,0.001503307,0.002017184
23604,356.2005384,9,6.16E-09,0.147953614,8,10,0.00047334,0.00030281
23636,46515.75172,74,1.05E-08,0.016659066,24,9,0.016494139,0.01219415
23657,0,3,5.55E-09,0.333333333,3,10,0.000107552,0.000165763
23658,71.18638869,12,1.06E-08,0.100115986,12,10,0.015213612,0.018337626
23786,22841.88002,35,9.23E-09,0.028912493,9,9,0.000412735,0.000258975
25836,59.44073935,4,6.95E-09,0.255607097,4,9,0.00071618,0.000492366
25842,3175.713353,33,9.74E-09,0.044855983,26,9,0.004325942,0.005842294
25865,3131.854983,35,8.40E-09,0.031842033,21,9,0.006732904,0.008698368
25888,4915.649133,16,8.66E-09,0.071327664,12,10,0.003412386,0.00061235
25898,8170.608575,29,9.01E-09,0.039280138,20,9,0.008440566,0.011526995
25913,30.20069612,8,8.01E-09,0.197284137,8,10,0.000265351,0.00017862
26271,0,6,7.27E-09,0.187479466,5,10,0.000526199,0.000757255
26574,5853.526615,23,7.72E-09,0.045762994,19,9,0.003513943,0.004039482
26993,1186.007974,21,9.63E-09,0.055214049,19,9,0.016403437,0.010530548
27113,345.6803654,8,8.00E-09,0.140347383,8,9,0.001392559,0.001746544
27244,0,2,7.18E-09,0.5,2,9,0.000943471,0.001537172
27297,284.1701907,6,5.64E-09,0.212186109,5,10,5.68E-05,2.87E-05
28996,22250.44601,56,9.79E-09,0.024835221,28,9,0.012685341,0.01468175
29082,3122.174441,20,7.03E-09,0.107074462,14,10,0.000582308,0.000186498
29110,25547.30468,78,9.51E-09,0.018195063,37,9,0.074824457,0.078466668
29116,360.8663168,8,6.91E-09,0.166666667,6,9,0.000207381,8.55E-05
29775,0,3,6.47E-09,0.339751324,3,10,0.001416988,0.002036325
29928,0,4,5.52E-09,0.583333333,3,10,3.85E-05,0
29978,10411.73429,17,9.31E-09,0.07247137,13,10,0.006751301,0.008791616
30001,176.4830076,6,7.47E-09,0.255669005,6,9,0.000201235,0.000150508
51053,5195.439853,21,6.35E-09,0.055532009,13,10,0.001890751,0.000997996
51079,12010.61865,57,7.05E-09,0.056650032,46,9,0.001593242,0.000778379
51170,65.96609541,3,6.84E-09,0.333333333,3,10,0.000585509,0.000206724
51181,105.8212628,5,6.07E-09,0.333333333,5,9,0.001433744,0.001815984
51182,0,2,5.52E-09,0.5,1,10,6.91E-05,0
51274,1268.46583,7,6.10E-09,0.145257022,6,10,0.000690079,0.000573371
51330,0,7,6.66E-09,0.147285276,6,10,0.001133364,0.001432451
51444,532.0675406,10,7.08E-09,0.105101546,9,9,0.000948674,0.001198828
51588,34377.5085,53,7.09E-09,0.021535109,27,9,0.022088681,0.015176942
51719,2000.101296,12,7.04E-09,0.106909707,8,10,0.002475142,0.003407364
51720,22534.60525,47,6.94E-09,0.025014222,20,9,0.00620041,0.005571776
51727,3436.692443,16,7.03E-09,0.081071916,13,9,0.004367921,0.003659393
51741,4981.722614,29,7.26E-09,0.039130087,22,9,0.034337854,0.006500532
51755,26504.05715,135,7.39E-09,0.022449003,129,9,0.371053407,0.249467332
51776,10860.85125,29,6.74E-09,0.037447896,17,9,0.004085682,0.005127312
53632,0,3,7.04E-09,0.347543371,3,9,0.000746889,0.001140223
53944,550.8864203,10,5.63E-09,0.1,8,9,0.000877831,0.000134805
54205,14078.2205,37,7.04E-09,0.030315008,24,9,0.013242471,0.011520076
54386,3279.84084,23,6.13E-09,0.071689161,17,9,0.003262728,0.000904571
54472,37837.79957,57,7.08E-09,0.019863593,20,9,0.008736423,0.007261762
54512,25371.63374,37,7.03E-09,0.050204151,17,9,0.013839078,0.003580902
54577,0,1,7.01E-09,1,1,9,0.000223816,0.000382523
54623,137.3323366,10,5.74E-09,0.131857837,9,10,0.003502678,0.004374888
54815,103.4400195,14,6.70E-09,0.084054758,14,10,0.003841364,0.001567378
55031,2906.056433,15,6.65E-09,0.078736521,14,10,0.002624844,0.001747013
55107,0,1,5.52E-09,1,1,9,0.00049984,0.000751611
55120,24303.96983,35,7.03E-09,0.044883123,19,9,0.00401367,0.00165689
55127,5903.319315,9,6.30E-09,0.113622946,7,9,0.001962737,0.000345896
55143,2238.087039,15,6.66E-09,0.087688334,12,9,0.001563732,0.002046426
55504,0,7,6.11E-09,0.160072731,6,9,0.001955569,0.003034551
55558,403.8955907,6,6.38E-09,0.166666667,6,10,0.001404374,0.001484556
55699,0,2,5.52E-09,0.5,2,9,0.004639439,0
55825,0,1,5.52E-09,1,1,10,4.28E-06,0
55832,605.5093718,16,6.21E-09,0.076923852,15,9,0.009622701,0.01334158
55914,7367.691678,32,6.16E-09,0.040400171,21,9,0.008180068,0.004613578
56616,4611.523131,24,6.41E-09,0.055325387,16,9,0.007768681,0.002693174
56998,23046.78971,19,6.70E-09,0.053603025,14,9,0.004173674,0.00085925
57144,11451.73923,33,6.77E-09,0.03367489,19,9,0.004662046,0.002524429
57448,1356.461076,12,5.65E-09,0.088336617,11,9,0.00102532,0.000855802
57551,2212.489153,10,6.10E-09,0.101572034,10,10,0.000812176,0.000288271
57634,5212.560607,27,6.64E-09,0.061371568,21,9,0.011138542,0.003885207
57657,0,2,5.52E-09,0.784722222,2,10,8.19E-06,0
57761,24928.06465,31,6.69E-09,0.032967026,21,9,0.00927272,0.004573804
57804,1310.655082,20,6.57E-09,0.104918694,18,9,0.006560985,0.006242891
57819,48731.19903,186,6.72E-09,0.016092982,129,10,0.443818797,0.241778607
58472,0,2,5.52E-09,0.5,2,10,0.001402258,0
64127,112.1127722,7,5.62E-09,0.166319568,7,9,0.000506181,0.000611042
64170,11418.98654,66,5.82E-09,0.019604599,24,9,0.010055462,0.002109964
64326,2006.800417,16,6.09E-09,0.084569462,13,9,0.00706333,0.005713117
64422,914.7826355,20,5.75E-09,0.074438356,14,9,0.001426142,0.001040399
64750,112988.7101,105,6.32E-09,0.011682417,28,9,0.02220589,0.01657751
64858,276.6572985,2,5.64E-09,0.5,2,10,0.000195628,3.86E-05
65018,1225.781056,7,5.65E-09,0.2,7,10,0.003018523,0.000152757
65123,841.7196101,15,5.70E-09,0.16092398,13,10,0.001555419,0.000197366
65220,1934.257002,11,5.87E-09,0.112324874,11,9,0.00866091,0.008797866
65264,31712.62613,35,6.16E-09,0.029375657,16,9,0.003271124,0.001370893
65266,6806.053547,10,5.52E-09,0.118822034,6,10,0.00037834,2.45E-05
65267,0,1,5.63E-09,1,1,9,0.000199634,0.000291925
79109,6830.681499,11,5.52E-09,0.1408468,8,9,0.00940863,3.46E-06
79885,475.8584162,6,5.65E-09,0.167198132,6,9,0.001296016,0.000450955
80025,5988.280066,23,5.52E-09,0.083137168,11,9,0.006395559,3.17E-05
80230,401.3142678,10,5.58E-09,0.126551627,8,10,0.000321377,2.35E-05
80314,2854.323671,30,5.59E-09,0.062492872,21,9,0.009848078,0.001895949
80746,0,6,5.52E-09,0.333636831,5,10,0.000187824,0
81620,9385.361733,42,5.65E-09,0.029981967,27,9,0.025312196,0.011892777
83732,0,1,5.52E-09,1,1,9,0.000547499,0
83737,5906.873431,42,5.58E-09,0.027179237,23,9,0.011849595,0.000922303
83933,16.67026726,7,5.54E-09,0.149358813,7,9,0.003198445,0.000861926
83999,0,1,5.52E-09,1,1,10,7.41E-06,0
84108,1142.658972,19,5.53E-09,0.081325881,16,9,0.001975484,0.000134242
84333,0,4,5.52E-09,0.25,4,9,0.001200791,0
84433,3790.035377,19,5.59E-09,0.05940913,18,9,0.006380545,0.002063441
84844,1173.28318,109,5.56E-09,0.017725058,82,9,0.366230499,0.036647887
94235,0,16,5.52E-09,0.166326346,16,9,0.000331537,0
112858,129.6659997,9,1.19E-08,0.120798891,8,9,0.002951574,0.002869615
140735,6988.643661,27,1.26E-08,0.044366966,16,9,0.001555398,0.00158253
143187,131.6230122,9,1.04E-08,0.179734106,8,10,0.00012097,0.000168364
146057,0,2,6.47E-09,0.5,2,10,5.35E-05,7.94E-05
151636,88.41535594,19,1.20E-08,0.061152366,17,10,0.001548468,0.001733979
197259,0,2,7.22E-09,0.5,2,10,6.29E-05,6.37E-05
204851,2210.68482,11,1.07E-08,0.095219366,10,9,0.00422337,0.005426979
253430,0,25,1.04E-08,0.098501482,22,9,0.000821739,0.001000109
255738,0,3,8.46E-09,1,3,10,1.42E-05,1.78E-05
284058,22889.54075,36,8.99E-09,0.030548614,23,9,0.010519442,0.009541141
340273,0,1,6.88E-09,1,1,11,1.89E-05,2.81E-05
387893,117.4121409,30,6.83E-09,0.049736294,22,10,0.002234686,0.002825906
